tableA_id,tableA_Song_Name,tableA_Artist_Name,tableA_Album_Name,tableA_Genre,tableA_Price,tableA_CopyRight,tableA_Time,tableA_Released,tableB_id,tableB_Song_Name,tableB_Artist_Name,tableB_Album_Name,tableB_Genre,tableB_Price,tableB_CopyRight,tableB_Time,tableB_Released,label
2227,It ' z Just What We Do ( iTunes Session ),Florida Georgia Line,iTunes Session,"Country , Music",$ 1.29,"2014 Big Machine Label Group , LLC",3:32,14-Jan-14,50929,I Do n't Want To,Smooth Jazz All Stars,Toni Braxton Smooth Jazz Tribute,"R&B , Blues , Jazz , Soul , Pop",$ 0.99,( c ) 2013 Hans Edler,3:44,"October 10 , 2006",0
6816,Up 2 U,WALK THE MOON,TALKING IS HARD,"Alternative , Music , Indie Rock , Rock",$ 1.29,"‰ ãÑ 2014 RCA Records , a division of Sony Music Entertainment",3:23,28-Nov-14,5765,Turn Down for What,Skrillex,Banger Management,"Dance & Electronic , Dubstep",$ 1.29,Elektroshok Records,3:33,nan,0
3717,Exclusive Video Content 2,Little Mix,Get Weird ( Deluxe Edition ),"Pop , Music , Rock , Dance , Teen Pop",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,11974,Make You Believe,Little Mix,DNA ( Deluxe ),Pop,$ 1.29,2013 ! K7 Records,3:41,"May 28 , 2013",0
2288,Why Me,Jess Glynne,I Cry When I Laugh,"Pop , Music , Dance , House , Electronic , Rock",$ 1.29,"2015 Atlantic Records UK Ltd , a Warner Music Group Company , except track 9 2013 Atlantic Records UK Ltd",3:31,11-Sep-15,19071,Radio Lover,George Jones,George Jones - 16 Biggest Hits,Country,$ 0.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:26,"July 14 , 1998",0
3592,Fresh I Stay,Flo Rida,Club Ca n't Handle Me - Single,"Hip-Hop/Rap , Music , Rap , Electronic , Dance , Dirty South",$ 1.29,2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:05,28-Jun-10,7798,Not Today,twenty one pilots,Blurryface,Alternative Rock,$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:58,"May 15 , 2015",0
6076,Burnt Norton ( Interlude ),Lana Del Rey,Honeymoon,"Alternative , Music , Rock , Adult Alternative",$ 1.29,‰ ãÑ 2015 Polydor Ltd. ( UK ),1:21,18-Sep-15,5152,Deja Vu ( Album Version ),Beyonce,B'Day Deluxe Edition,Pop,$ 0.99,2012 Axtone Records Ltd,4:00,"May 29 , 2007",0
458,The A Team ( Live ),Ed Sheeran,iTunes Festival : London 2012 - EP,"Singer/Songwriter , Music",$ 1.99,2012 Warner Music UK LImited,5:01,3-Sep-12,42410,No Heart No Love [ Explicit ],Juicy J,Stay Trippy ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,( C ) 2013 Interscope Records,4:03,"December 6 , 2013",0
3283,Marry the Night ( Danny Verde Remix ),Lady Gaga,Marry the Night ( The Remixes ),"Pop , Music , Electronic , Dance , R&B / Soul , Rock",$ 1.29,2011 Interscope Records,7:45,20-Dec-11,18099,Little Bit,3 Winans Brothers,Foreign Land - Deluxe Edition,Christian,$ 1.29,"Regimen Records , LLC under exclusive license to BMG Rights Management ( US ) LLC . Distributed in the United States and Canada by Entertainment One U.S. LP .",4:06,"June 9 , 2015",0
6573,Red ( Instrumental With Background Vocals ),Taylor Swift,Taylor Swift Karaoke : Red,"Country , Music , Honky Tonk , Pop , Teen Pop , Contemporary Country , Rock",$ 1.29,"‰ ãÑ 2013 Big Machine Records , LLC .",3:43,5-Feb-13,26246,Ca n't Remember to Forget You,Henry Jackman & Matthew Margeson,Kickstart Your Cardio,Soundtracks,$ 1.29,2013 La-La Land Records,3:26,nan,0
808,Beauty and a Beat ( DJ Laszlo Body Rock Instrumental ),Justin Bieber,Beauty and a Beat ( Remixes ) [ feat . Nicki Minaj ],"Dance , Music , Rock , Electronic",$ 1.29,2012 The Island Def Jam Music Group,7:31,10-Dec-12,20098,Anything But Mine,Kenny Chesney,Greatest Hits II,Country,$ 1.29,"å © 2007 Capitol Records Nashville . All rights reserved . Unauthorized reproduction is a violation of applicable laws . Manufactured by Capitol Records Nashville , 3322 West End Avenue , 11th Floor , Nash",5:24,"March 1 , 2010",0
113,The Renegade ( Addicted To Bass Winter 2013 Edit ),Friend Within,Addicted To Bass Winter 2013 - Ministry of Sound,"Dance , Music",Album Only,2013 Ministry of Sound Recordings Ltd.,2:18,30-Sep-13,18826,Mind Boggling,No Problem,Funk 4 Yo Trunk [ Explicit ],"Dance & Electronic , Rap & Hip-Hop",$ 0.99,2012 No Problem,4:13,"December 21 , 2012",0
1786,Voy a Beber ( feat . ' • ejo ) [ Remix ],Nicky Jam,"Greatest Hits , Vol . 1","Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,3:44,4-Nov-14,26468,Just Over,Luke Bryan,Kill The Lights,Country,$ 1.29,( C ) 2015 Capitol Records Nashville,3:13,"August 7 , 2015",0
3235,Do What U Want ( feat . Christina Aguilera ) [ Red Ant & Amp Lexvas Deep House Remix ],Lady Gaga,Do What U Want ( Remixes ),"Pop , Music",$ 1.29,2014 Interscope Records,6:50,25-Feb-14,49559,The Star Spangled Banner ( Live from Super Bowl XXV ),Whitney Houston,The Star Spangled Banner/America The Beautiful,R&B,$ 1.29,( C ) 2012 Interscope Records/Mosley Music Group LLC,2:14,"September 26 , 2001",0
4183,Burn ( Magic Man Remix ),Ellie Goulding,Burn ( Remixes ),"Pop , Music , Rock",$ 1.29,2013 Polydor Ltd. ( UK ),4:10,17-Sep-13,10445,Cinema ( DJ Mazza Club Mix ),Benny Benassi,Cinema,"Dance & Electronic , House",$ 1.29,2010 Copyright Group,6:02,"July 23 , 2013",0
5931,Broken Strings ( feat . James Morrison ),Nelly Furtado & James Morrison,The Best of Nelly Furtado ( Deluxe Version ),"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,4:10,16-Nov-10,37867,All Along The Watchtower ( Live - Rattle & Hum Version ),U2,Rattle And Hum,Rock,$ 1.29,( C ) 1988 Universal-Island Records Ltd.,4:24,"June 1 , 1990",0
6441,I Knew You Were Trouble,Taylor Swift,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:38,7-May-13,3115,Aw Naw,Chris Young,A.M.,Country,$ 1.29,"( C ) 2010 Hollywood Records , Inc.",3:08,"September 16 , 2013",0
5410,Wish I Stayed,Ellie Goulding,Bright Lights ( Deluxe Version ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2010 Polydor Ltd. ( UK ),3:40,29-Nov-10,50216,Ladybug,Elle et Elle,"Theodor King Flute : Voice , Sax & Flute",Pop,$ 0.99,( c ) City Record,2:29,"October 21 , 2010",0
3380,Young Boy Talk,Wiz Khalifa,Deal Or No Deal,"Hip-Hop , Music,Hip-Hop / Rap , Hardcore Rap",$ 1.29,Rostrum Records 2009,3:23,24-Nov-09,38056,Into The Zoo,Danny Elfman,Real Steel,Soundtracks,$ 0.99,2011 DreamWorks II Distribution Co LLC,1:02,nan,0
3687,The End,Little Mix,Get Weird,"Pop , Music , Rock , Dance , Teen Pop",Album Only,2015 Simco Limited under exclusive licence to Sony Music Entertainment UK Limited,--,nan,17179,Let It Bang [ Explicit ],Fetty Wap,Fetty Wap ( Deluxe ) [ Explicit ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",3:44,"September 25 , 2015",0
1779,Voy a Beber ( feat . ' • ejo ) [ Remix ],Nicky Jam,"Greatest Hits , Vol . 1","Latin Urban , Music , Latino",$ 0.99,2014 La Industria Inc licencia a Codiscos S.A.S.,3:44,4-Nov-14,16034,Isolation,Icicle,Entropy ( Deluxe Edition ),"Dance & Electronic , Drum & Bass",$ 1.29,Shogun Audio,4:28,"July 17 , 2015",0
4888,Burning Up,Ne-Yo,R.E.D. ( Deluxe Edition ),"R&B / Soul , Music",$ 1.29,"‰ ãÑ 2012 Motown Records , a Division of UMG Recordings , Inc.",3:33,6-Nov-12,28036,Now That You 're Here,Haley Reinhart,Listen Up ! [ + digital booklet ],Pop,$ 1.29,2015 If Moving Your Mine,3:19,"May 22 , 2012",0
1127,Redemption Song ( Live ),Matisyahu,Call and Response ( Original Motion Picture Soundtrack ),"Soundtrack , Music , Rock",$ 0.99,2008 fair trade recordings,5:02,8-Nov-08,19845,Daily Sport ( Jingle ),The Ravengers,Good Time Girls and Naughty Boys,"Alternative Rock , Hardcore & Punk , Rock",$ 0.99,2008 Detour Records,0:16,"October 30 , 2008",0
6412,Tear It Down,Meaghan Martin & Matthew `` Mdot '' Finley,Camp Rock 2 : The Final Jam ( Soundtrack from the Motion Picture ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2010 Walt Disney Records,3:29,10-Aug-10,33793,Break Up,No Sky Today,No Sky Today,Rock,$ 0.99,Underground Avenue,3:33,"November 22 , 2010",0
2399,That Lucky Old Sun ( Just Rolls Around Heaven All Day ) [ With Willie Nelson ],Kenny Chesney & Willie Nelson,Lucky Old Sun,"Country , Music , Contemporary Country , Honky Tonk",$ 0.99,"2008 Blue Chair Records , LLC",4:16,2008,29849,That Lucky Old Sun ( Just Rolls Around Heaven All Day ( with Willie Nelson ) ),Kenny Chesney,Lucky Old Sun,"Country , Contemporary Country",$ 0.99,"( P ) 2008 Blue Chair Records , LLC",4:16,"October 21 , 2008",1
3511,Money Right ( feat . Rick Ross & Brisco ),Flo Rida,Mail On Sunday,"Hip-Hop/Rap , Music , Pop , Dirty South",$ 1.29,2008 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:16,18-Mar-08,14593,Human Reactor,Kaskade,Dynasty,"Dance & Electronic , House",$ 1.29,2012 Brilliant Classics,4:10,"July 23 , 2013",0
2931,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,Uptown Special,"Pop , Music , R&B / Soul , Funk , Soul",$ 1.29,"Tracks 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,13-Jan-15,32491,Days Like These,Jason Aldean,My Kinda Party,Country,$ 1.29,2006 Taxi,3:59,"November 2 , 2010",0
4819,Do n't Say a Word,Ellie Goulding,Halcyon Days ( Deluxe Edition ),"Pop , Music , Dance , Rock",$ 1.29,‰ ãÑ 2013 Polydor Ltd. ( UK ),4:07,27-Aug-13,46453,Us And Them ( 2011 Remastered Version ),Pink Floyd,The Dark Side Of The Moon Experience Edition ( 2011 - Remaster ),Rock,$ 1.29,( C ) Diamond Certified/XLP for KoC Block Records 2015 . All Rights Reserved .,7:49,"September 26 , 2011",0
6408,Would n't Change a Thing,Joe Jonas & Demi Lovato,Camp Rock 2 : The Final Jam ( Soundtrack from the Motion Picture ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2010 Walt Disney Records,3:23,10-Aug-10,5014,Disarm You ( feat . Ilsey ),Kaskade,Automatic,Dance & Electronic,$ 1.29,2003 Ashmont Records,3:41,"September 25 , 2015",0
288,VHS Outro ( Interlude ),X Ambassadors,VHS,"Alternative , Music , Rock , Adult Alternative",$ 1.29,2015 KIDinaKORNER/Interscope Records,1:25,30-Jun-15,50406,I Do Now,Brad Paisley,This Is Country Music,Country,$ 1.29,( C ) 2007 The Island Def Jam Music Group,4:00,"May 23 , 2011",0
5812,One Love,Justin Bieber,Believe,"Pop , Music , Dance , Vocal , Teen Pop , Rock",$ 1.29,‰ ãÑ 2012 The Island Def Jam Music Group,3:54,19-Jun-12,43212,Aw Naw,Kaskade and The Brocks,Summer Tubing,"Electronica , Dance & Electronic , House",$ 1.29,Audio Arkade,3:08,nan,0
2869,"Crack In the Pearl , Pt . II ( feat . Stevie Wonder & Jeff Bhasker )",Mark Ronson,Uptown Special,"Pop , Music , R&B / Soul , Soul , Funk , Electronic",$ 1.29,"Tracks 3 , 4 & 6 ( P ) 2014 , all other tracks ( P ) 2015 Mark Ronson under exclusive licence to Sony Music Entertainment UK Limited",2:16,12-Jan-15,15623,Crying In the Chapel,Elvis Presley,Elvis 75 - Good Rockin ' Tonight,Pop,$ 0.99,"( C ) 1990 Universal Records , a Division of UMG Recordings , Inc.",2:24,"December 8 , 2009",0
5157,Look What You 've Done,Drake,Take Care ( Deluxe Version ),"Hip-Hop/Rap , Music",$ 1.29,‰ ãÑ 2011 Cash Money Records Inc.,5:01,15-Nov-11,47892,The Forest River ( Extended Version ),Howard Shore,The Hobbit : The Desolation of Smaug ( Original Motion Picture Soundtrack ) [ Special Edition ],Soundtracks,$ 1.29,2013 WaterTower Music / Warner Bros. . Entertainment / Metro - Goldwyn Mayer Pictures Inc.,5:10,"December 10 , 2013",0
1669,"Fly from the Inside ( Live Acoustic from WXDX , Pittsburgh )",Shinedown,Leave a Whisper ( Deluxe Version ),"Rock , Music , Hard Rock , Alternative",$ 1.29,2009 Atlantic Recording Corporation for the United States and WEA International for the world outside of the United States,3:59,27-May-03,21554,Just Breathe,Willie Nelson,Heroes,Pop,$ 1.29,"( C ) 2014 Alefune under exclusive license in the United States to Def Jam Recordings , a division of UMG Recordings , Inc.",4:02,"May 11 , 2012",0
6438,The Way ( feat . Mac Miller ),Ariana Grande,"Now That 's What I Call Music , Vol . 46","Pop , Music",Album Only,"‰ ãÑ 2013 UMG Recordings , Inc. and Sony Music Entertainment",3:44,7-May-13,38696,Down Low ( Nobody Has To Know ) ( Live To Regret It Mix - Radio Version # 1 ( Blame It On The Mo ' ) ),R. Kelly,Remix City Volume 1 [ Clean ],R&B,$ 1.29,2013 Axtone Records Ltd,4:28,"November 11 , 2005",0
3625,How I Feel,Flo Rida,How I Feel - Single,"Hip-Hop/Rap , Music , Rap , Electronic , Dance",$ 1.29,2013 Atlantic Recording Corporation For the United States and WEA International Inc. for the world outside of the United States,2:49,28-Oct-13,12964,Destroid 6 Put it Down ( Mightyfools Remix ),"Various Artists , Excision , Space Laces , Downlink , Bassnectar , Far Too Loud , Ajapai",Destroid - The Invasion Remixes,Dance & Electronic,$ 0.89,2014 ( C ) 2014 Destroid Music,4:21,"May 26 , 2014",0
3055,Every Morning ( Extended Mix ),Basshunter,Ultra Dance 11,"Dance , Music , Pop",$ 1.29,"2010 Ultra Records , Inc.",4:15,26-Jan-10,32226,You Are So Beautiful,Various artists,Music from Carlito 's Way,"Pop Rock , Pop",$ 0.99,( c ) 2012 One Media Publishing,2:48,"April 18 , 2012",0
6224,Take Me As I Am,Sugarland,Love On the Inside ( Deluxe Fan Edition ),"Country , Music , Rock , Contemporary Country , Southern Rock , Contemporary Bluegrass",$ 1.29,"‰ ãÑ 2008 Mercury Records , a Division of UMG Recordings , Inc.",4:02,22-Jul-08,26557,Kindling ( John Tejada Instrumental ),M.A.N.D.Y. vs. Adultnapper,Kindling,"Electronica , Dance & Electronic , Techno",$ 0.89,2012 Get Physical Music GmbH,8:16,"March 23 , 2012",0
3944,It Girl,Jason Derulo,Future History ( Deluxe Version ),"Pop , Music , Rock , R&B / Soul , Contemporary R&B , Dance",$ 1.99,2011 Warner Bros. . Records Inc.,3:13,16-Sep-11,18970,It Girl,Jason Derulo,Future History ( Deluxe Version ),Pop,$ 1.29,( C ) 2013 Hit Red Records under exclusive license to Capitol Records Nashville,3:12,"September 16 , 2011",1
2749,Whateva ( feat . Monty ),Fetty Wap,Fetty Wap ( Deluxe ),"Hip-Hop/Rap , Music , Rap",Album Only,2015 300 Entertainment/RGF Productions,5:11,nan,17161,Whateva ( feat . Monty ) [ Clean ],Fetty Wap,Fetty Wap ( Deluxe ) [ Clean ],Rap & Hip-Hop,$ 1.29,"( C ) 2000 Mute Records Ltd. , a BMG Company , under exclusive license to INgrooves",5:11,"September 25 , 2015",1
1961,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06,53795,Let Me Breathe,Joss Stone,Water for Your Soul,"R&B , Pop",$ 1.29,Stone 'd Records Ltd,5:15,"July 31 , 2015",0
6820,Work This Body,WALK THE MOON,TALKING IS HARD,"Alternative , Music , Indie Rock , Rock",$ 1.29,"‰ ãÑ 2014 RCA Records , a division of Sony Music Entertainment",2:57,28-Nov-14,24566,On The Fence,Slap in the Bass,Indie Pop Commute,Dance & Electronic,$ 1.29,2012 No Brainer Records,3:27,nan,0
5252,I 've Seen That Movie Too,Elton John,Goodbye Yellow Brick Road ( 40th Anniversary Celebration ) [ Super Deluxe Edition ],"Rock , Music",$ 1.29,‰ ãÑ 2014 Mercury Records Limited,5:57,24-Mar-14,36725,Metal Health ( Bang Your Head ),Quiet Riot,Playlist : The Very Best Of Quiet Riot [ Clean ],Rock,$ 0.99,2012 PayDay Music Group,5:16,"January 10 , 2009",0
3348,Medicated ( feat . Chevy Woods & Juicy J ),Wiz Khalifa,O.N.I.F.C.,"Hip-Hop/Rap , Music , Rap , East Coast Rap , Hardcore Rap",$ 1.29,2012 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,5:30,4-Dec-12,25358,Borealis,James Newton Howard,James Newton Howard And Friends,"Pop Rock , Pop , Rock",$ 0.99,( C ) 2000 First Impression,0:42,"January 1 , 2000",0
1148,Goner,twenty one pilots,Blurryface,"Alternative , Music , Rock , Adult Alternative , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,15-May-15,7757,Goner,twenty one pilots,Blurryface,Alternative Rock,$ 1.29,2015 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,"May 15 , 2015",1
4943,Preludium,"Audra McDonald , Jessica Molaskey , Elena Shaddow & Christiane Noll",The Sound of Music ( Music from the NBC Television Event ),"Soundtrack , Music",$ 1.29,‰ ãÑ 2013 NBCUniversal Media LLC . under exclusive license to Sony Masterworks,2:56,3-Dec-13,39749,Leaving Minnesota,Saint Asonia,Saint Asonia,Rock,$ 1.29,"( C ) 2013 Lazy Hooks , LLC under exclusive license to Capitol Records",3:28,"July 31 , 2015",0
3719,Cowboy Boots,Macklemore & Ryan Lewis,The Heist,"Hip-Hop/Rap , Music , Rap , West Coast Rap , Alternative Rap , Rock",$ 1.29,"2012 2012 Macklemore , LLC .",4:17,9-Oct-12,20852,Rose 's Turn,Matisyahu,Happy Showtunes,"Holiday , Miscellaneous , Pop , Hanukkah",$ 0.99,2012 Fallen Sparks Records,4:19,nan,0
5018,Cryptomnesia,Cold War Kids,Loyalty to Loyalty,"Alternative , Music , Indie Rock",$ 0.99,"‰ ãÑ 2012 Downtown Music , LLC .",4:01,23-Sep-08,3570,If No One Will Listen,Kelly Clarkson,All I Ever Wanted,Pop,$ 1.29,2014 Scotty 2 Music Ascap,4:05,"March 6 , 2009",0
3622,That 's What I Like ( feat . Fitz ),Flo Rida,My House,"Hip-Hop/Rap , Music , Rap",$ 1.29,2015 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:15,7-Apr-15,23642,If I Lose Myself ( Alesso vs OneRepublic ),Alesso & OneRepublic,If I Lose Myself ( Alesso vs OneRepublic ),Dance & Electronic,$ 1.29,( C ) 2013 Mosley Music/Interscope Records,3:34,"April 2 , 2013",0
5928,Say It Right,Nelly Furtado,The Best of Nelly Furtado ( Deluxe Version ),"Pop , Music , Rock , Vocal , Adult Alternative , Singer/Songwriter , Contemporary Singer/Songwriter",$ 0.99,‰ ãÑ 2010 Geffen Records,3:43,16-Nov-10,42182,Sunrise,Brian Tyler,Standing Up ( Original Motion Picture Soundtrack ),Soundtracks,$ 1.29,"( C ) 2013 ARC Entertainment , LLC",3:03,"May 23 , 2014",0
290,Epilogue ( feat . George the Poet ),Naughty Boy,Hotel Cabana,"Pop , Music , R&B / Soul , Contemporary R&B , Hip-Hop/Rap , Pop/Rock , Rock",$ 1.29,2014 Naughty Boy Recordings Ltd under exclusive licence to Virgin Records Ltd,1:28,6-May-14,52846,Uptown 's First Finale,Mark Ronson,Uptown Special [ Clean ],Pop,$ 1.29,2015 Real Sounds,1:38,"January 13 , 2015",0
1406,The Legend Of Zelda ( Electrixx Remix ),Zedd,The Legend Of Zelda - Single,"Dance , Music",$ 0.99,"2011 Bazooka , a division of zooland Music GmbH",6:09,27-May-11,992,Apparently [ Explicit ],J. Cole,2014 Forest Hills Drive [ Explicit ],Rap & Hip-Hop,$ 1.29,( c ) 2005 Be Yourself Catalogue B.V.,4:53,"December 9 , 2014",0
1133,Truce,twenty one pilots,Vessel,"Alternative , Music , Rock , Indie Rock,Hip-Hop / Rap , Rap , Underground Rap",$ 1.29,2012 Fueled By Ramen LLC for the United States and WEA International Inc. for the world outside of the United States .,2:22,4-Jan-13,42703,Who I Want You to Love,Bleachers,Strange Desire,Alternative Rock,$ 1.29,( C ) 1995 MCA Records Inc.,4:50,"June 10 , 2014",0
2160,Voices,Ryan Adams,29,"Country , Music , Alternative Country , Rock , Adult Alternative , Americana",$ 1.29,"2014 UMG Recordings , Inc.",5:07,30-Sep-14,15526,I Got Stung ( New Sound Remastered ),Elvis Presley,Elvis 2nd To None,Pop,$ 0.99,"( C ) 1990 Universal Records , a Division of UMG Recordings , Inc.",1:51,"October 6 , 2003",0
5965,Wasting All These Tears,Cassadee Pope,"NOW That 's What I Call Country , Vol . 7","Country , Music",Album Only,"‰ ãÑ 2014 UMG Recordings , Inc. and Sony Music Entertainment",3:35,3-Jun-14,24454,I Like The Way,Kaskade,In The Moment,"Electronica , Dance & Electronic , House",$ 0.99,( C ) 2014 Capitol Records Ltd.,3:43,"April 4 , 2004",0
5023,Hotel Anywhere,Cold War Kids,Hold My Home ( Deluxe Edition ),"Alternative , Music , Indie Rock , Rock",$ 1.29,‰ ãÑ 2014 Downtown Records,3:10,11-Sep-15,51151,Hallucination,Mark Knight,Toolroom Knights Ibiza 2012 Mixed by Mark Knight,"Electronica , Dance & Electronic , House",$ 0.99,Toolroom Productions,7:44,"August 12 , 2012",0
1929,I Have Seen the Rain ( feat . James T. Moore ),P!NK,I 'm Not Dead,"Pop , Music , Electronic , R&B / Soul , Dance , Pop/Rock",$ 0.99,2006 LaFace Records LLC,3:30,3-Apr-06,26237,Cemetery Remorse,Henry Jackman & Matthew Margeson,Kick-Ass 2 ( Original Motion Picture Soundtrack ),Soundtracks,$ 0.99,2013 La-La Land Records,0:59,"August 11 , 2013",0
6311,Dale Asi ( feat . Mr. Fox ),Major Lazer,Apocalypse Soon - EP,"Electronic,Music,Dance,Rock,Hip-Hop / Rap , Rap , Reggae , Modern Dancehall",$ 1.29,‰ ãÑ 2014 Secretly Canadian,3:41,25-Feb-14,3452,Alice 's Theme,Danny Elfman,Alice In Wonderland,Soundtracks,$ 0.99,"( C ) 2010 Disney Enterprises , Inc.",5:07,"March 2 , 2010",0
5685,Club Ca n't Handle Me ( feat . David Guetta ),Flo Rida,"Only One Flo , Pt. 1 ( Deluxe Version )","Hip-Hop/Rap , Music , Rap , Dirty South",$ 1.29,‰ ãÑ 2010 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States,3:52,26-Nov-10,40221,"Der Schatzgraber : Act IV Scene 2 : Dies ist die Braut ( Konig , Narr )","Albrecht , Gerd",Schreker : Der SchatzgrÌ_ber,Classical,$ 0.99,( C ) 2013 Capriccio,2:14,"July 30 , 2013",0
6635,How You Get the Girl,Taylor Swift,1989,"Pop , Music , Rock",$ 1.29,"‰ ãÑ 2014 Big Machine Records , LLC .",4:07,27-Oct-14,853,Milkshake,Kenny Rogers,2000s School Dance [ Explicit ],Pop,$ 1.29,2004 Madacy Entertainment LP,3:02,nan,0
3466,We Dem Boyz,Wiz Khalifa,Blacc Hollywood ( Deluxe Version ),"Hip-Hop/Rap , Music , Rap , Hardcore Rap , East Coast Rap , Rock",$ 1.99,2014 Atlantic Recording Corporation for the United States and WEA International Inc. for the world outside of the United States . A Warner Music Group Company,3:56,19-Aug-14,30377,Be Together ( feat . Wild Belle ),Flo Rida,Major Lazer and More [ Explicit ],Rap & Hip-Hop,$ 1.29,2013 Warner Bros. . Records Inc.,3:53,nan,0
2037,"Look In the Mirror ( Paxam Singles Series , Vol . 1 )",Ryan Adams,"1984 ( Paxam Singles Series , Vol . 1 )","Rock , Music",$ 0.99,2014 PaxAmericana Recording Company,1:56,28-Aug-14,33864,Who 's Taking You Home,Ne-Yo,Non-Fiction ( Deluxe ) [ Clean ],R&B,$ 1.29,"( C ) 2015 Motown Records , a Division of UMG Recordings , Inc.",3:48,"January 27 , 2015",0
5054,Do n't Look Down On Me ( Bonus Track ),Cold War Kids,Mine Is Yours ( Deluxe Version ),"Alternative , Music , Indie Rock , Rock , Adult Alternative",Album Only,‰ ãÑ 2010 DGC Records,2:31,25-Jan-11,45054,The Best One Yet ( The Boy ) ( Album Version ),The Black Eyed Peas,The Beginning ( Deluxe Version ),Pop,$ 1.29,( C ) 2010 Interscope Records,4:25,"November 30 , 2010",0
611,Booklet - Save Rock and Roll,Fall Out Boy,Save Rock and Roll,"Alternative , Music , Punk , Rock , Adult Alternative",Album Only,2013 The Island Def Jam Music Group,--,16-Apr-13,37794,Raindrops ( Fawks Remix ),SNBRN feat . Kerli,Raindrops ( Remixes Part 2 ),Dance & Electronic,$ 1.29,2015 Classic Music Company,3:49,"July 24 , 2015",0
3244,Marry the Night ( Danny Verde Remix ),Lady Gaga,Marry the Night ( The Remixes ),"Pop , Music , Electronic , Dance , R&B / Soul , Rock",$ 1.29,2011 Interscope Records,7:45,20-Dec-11,11967,Turn Your Face,Little Mix,DNA ( Deluxe ),Pop,$ 1.29,2013 ! K7 Records,3:41,"May 28 , 2013",0
1238,Who 's That Chick ? ( feat . Rihanna ) [ Single Version ],David Guetta & Rihanna,Who 's That Chick ( feat . Rihanna ) - EP,"House , Music , Dance , Rock , Electronic",$ 0.99,2010 Gum Prod licence exclusive Parlophone Music France,2:45,3-Dec-10,12720,A Message To The DJs [ Explicit ],Lil Wayne,Dedication 3 Gangsta Grillz [ Explicit ],Rap & Hip-Hop,$ 0.89,2008 Big Kanaka - SoSouth,1:02,"April 1 , 2008",0
863,Fear,Drake,So Far Gone,"Hip-Hop/Rap , Music , R&B / Soul , Contemporary R&B , Hardcore Rap , Dirty South",$ 1.29,2009 Young Money Entertainment/Cash Money Records/Universal Motown,4:40,15-Sep-09,12102,Dancefloor ( Nytz Remix ),DaVinChe featuring Wretch 32 and Cleo Sol,Dancefloor,"Dance & Electronic , Rap & Hip-Hop",$ 0.99,( c ) 2010 Dirty Canvas,4:36,nan,0
720,"Dance , Dance",Fall Out Boy,From Under the Cork Tree ( Limited `` Black Clouds and Underdogs '' Edition ) - EP,"Alternative , Music",$ 1.99,2006 The Island Def Jam Music Group,4:37,14-Mar-06,41518,D.A.N.C.E.,Slakah The Beatchild,Something Forever [ Special Edition ],"Blues , Rap & Hip-Hop",$ 0.99,2011 BBE,4:01,"July 25 , 2011",0
