tableA_id,tableA_title,tableA_name,tableA_abstract,tableA_episodeNumber,tableA_seasonNumber,tableA_numberOfSeasons,tableA_numberOfEpisodes,tableA_birthDate,tableA_releaseDate,tableA_last_air_date,tableA_release_year,tableA_runtime,tableA_genre_list,tableA_origin_country,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
2420,nan,Satoru Kousaki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5469,About a Woman (6) with Tarja Halonen,nan,nan,51.0,0.0,2013-12-26,nan,0
2107,The Wise One,nan,nan,28.0,3.0,nan,nan,nan,1956-03-25,nan,1956-01-01,nan,nan,nan,6438,Shaq,nan,"When Larry accidentally trips Shaquille O'Neal at a Lakers game, the incident brings him good luck. Guest starring Shaquille O'Neal and Richard Lewis.",8.0,2.0,2001-11-11,nan,0
4044,The Man Who Couldn't Smile,nan,nan,25.0,8.0,nan,nan,nan,1961-04-09,nan,1961-01-01,nan,nan,nan,1921,nan,Alik Sakharov,nan,nan,nan,nan,director,0
546,nan,Wowie De Guzman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2396,nan,Bill Saluga,nan,nan,nan,nan,guestStars,0
2294,Cousin Eunice,nan,"Cloris Leachman plays Eunice Stocker, E.J.'s cousin.  She wants E.J. to train her to be a rodeo trick rider.",13.0,1.0,nan,nan,nan,1962-12-24,nan,1962-01-01,nan,nan,nan,4728,Suruga Devil - Part 4,nan,'Rouka challenges Suruga to a one-on-one basketball match as the two discuss the events that led up to their collection of their respective ''devil'' parts. Suruga is still coming to terms with the ability to use her left arm again.,13.0,0.0,2014-08-16,nan,0
4519,Feeling Ambushed,nan,Mary Jane and Justin's relationship is tested when their notoriety on social media leads to discoveries about Justin's past. Kara makes her own discovery about the girlfriend of one of Orlando's teammates.,16.0,4.0,nan,nan,nan,2017-08-22,nan,2017-01-01,nan,nan,nan,7520,Pilot,nan,"The story and life of a black woman, her work, her family as well as her popular talk show which she hosts.",1.0,0.0,2013-07-02,nan,0
114,nan,Thomas Stipsits,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7675,nan,Ritchie Montgomery,nan,nan,nan,nan,guestStars,0
4678,Devil's Whisperer (2),nan,nan,11.0,1.0,nan,nan,nan,2017-02-25,nan,2017-01-01,nan,nan,nan,6193,The Last Supper,nan,"As the West Australia adventure comes to an end, the four youths head to another special experience. This time it’s a whale-watching tour, where you can see real wild whales swimming in front of your eyes. At nature’s grand scene, the members tear up thinking of their past and struggles as a K-POP idol group.",4.0,5.0,2017-11-28,nan,0
14,"You Only Live Once, YOLO!",nan,"Seeing the great view of Victoria Falls, the four young actors recall their memories for the last 11 days in Africa and they become emotional. They go rafting on the Zambezi River and enjoy one of the most thrilling experiences in their lives. Jun Yeol and Bo Gum move to do a bungee jump while the others give up.",6.0,4.0,nan,nan,nan,2016-03-25,nan,2016-01-01,nan,nan,nan,2741,Paradise Lost,nan,nan,3.0,1.0,1959-10-26,nan,0
2694,nan,Craig Horner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3498,Episode 6,nan,nan,6.0,3.0,2019-04-05,nan,0
5170,nan,Alan Howard,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4955,Chapter 69,nan,"As a crisis mounts in Syria, Russian President Viktor Petrov wants to make a deal with Claire. Questions arise about Tom Yates's whereabouts.",4.0,6.0,2018-11-02,nan,0
167,Don't Call It A Comeback,nan," BET's first hour long scripted drama is a follow-up to the same-titled TV movie that premiered on the network in the summer of 2013. The series returns Gabrielle Union to the lead role of Mary Jane Paul, a successful cable news anchor who has a closet packed with designer clothes and shoes, a beautiful home, a nice car, and the drive to achieve even greater heights. Yet something is missing. As Mary Jane looks to start a family of her own to share life's greatest gifts, she discovers who she really is and the people who help define her. ",6.0,3.0,nan,nan,nan,2015-11-17,nan,2015-01-01,nan,nan,nan,2031,Don't Call It a Comeback,nan,Mark contemplates his future at the network; and a sexual encounter scares Mary Jane.,6.0,3.0,2015-11-17,nan,1
1088,nan,Hessischer Rundfunk,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,DE,6860,nan,Sondi Sodsai,nan,nan,nan,nan,actor,0
1058,Milton 1608-1674,nan,"Milton's dedication, his humanity and his blindness are all given illustration in Ian Richardson's reading of the sonnet to his dead wife, Katharine, while his eloquence is highlighted in Richardson's spectacular readings from Paradise Lost.",7.0,1.0,nan,nan,nan,1984-06-13,nan,1984-01-01,nan,nan,nan,2502,nan,Liz Noone,nan,nan,nan,nan,guestStars,0
2873,?Ten Cuidado!,nan,nan,2.0,6.0,nan,nan,nan,1999-01-14,nan,1999-01-01,nan,nan,nan,3290,nan,Laura Silverman,nan,nan,nan,nan,guestStars,0
777,nan,Sony BMG Feature Films,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1961,nan,David Finley,nan,nan,nan,nan,writers,0
4588,nan,Geopoly,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4527,nan,tvN,nan,nan,nan,nan,nan,0
2993,Errand of Mercy,nan,nan,32.0,2.0,nan,nan,nan,1961-05-29,nan,1961-01-01,nan,nan,nan,4369,nan,Ann Dowd,nan,nan,nan,nan,guestStars,0
5992,The Diving Bell VS. The Butterglider,nan,"Brock, Hank, and Dean must go on a fantastic voyage into Rusty's brain to find out why he's in a coma. Meanwhile, Henchman 21 demands new henchsuits, but the Monarch is too busy obsessing with his latest purchase, a butter-glider.",9.0,4.0,nan,nan,nan,2010-09-12,nan,2010-01-01,nan,nan,nan,6092,The Diving Bell vs. The Butterglider,nan,"Brock, Hank, and Dean must go on a fantastic voyage into Rusty's brain to find out why he's in a coma. Meanwhile, Henchman 21 demands new henchsuits, but the Monarch is too busy obsessing with his latest purchase, a butter-glider. ",9.0,4.0,2010-09-12,nan,1
5294,nan,SundanceTV,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,US,7050,nan,Silas Cooper,nan,nan,nan,nan,guestStars,0
5898,Champagne for One (1),nan,"Archie gets a phone call from Dinky Byne, who is expected at a dinner party that night, given by his aunt in honor of four young, unwed mothers. These women have recently left Grantham House, a home where expectant unwed mothers receive support, room and board in the months prior to giving birth. Dinky wants to beg off the dinner, saying he has a bad cold, and asks Archie to fill in for him. Archie agrees and, chatting with Rose Tuttle after dinner, learns that Faith Usher carries around a vial of cyanide. Apparently Faith wants to have it handy should she ever decide to commit suicide. Rose is worried, and Archie reassures her by promising that he'll see to it that nothing bad happens.",3.0,1.0,nan,nan,nan,2001-04-29,nan,2001-01-01,nan,nan,nan,2245,The Jonah Stone,nan,nan,24.0,2.0,1961-04-03,nan,0
2846,Adventures in Paradise,nan,"Adventures in Paradise is an American television series created by James Michener which ran on ABC from 1959 until 1962, starring Gardner McKay as Adam Troy, the captain of the schooner Tiki III, which sailed the South Pacific looking for passengers and adventure. USA Network aired reruns of this series between 1984 and 1988. The plots deal with the romantic and detective stories of Korean War veteran Troy. The supporting cast, varying from season to season, features George Tobias, Guy Stockwell, and Linda Lawson.",nan,nan,3.0,91.0,nan,1959-10-05,1962-04-01,1959-01-01,60, Drama,US,7261,Adventures in Paradise,nan,"'Adam Troy was an American Korean War veteran who stayed in the Pacific after the war. As captain of the schooner ''Tiki III'', Troy drifted from adventure to adventure while carrying passengers and cargo anywhere from Hong Kong to Pitcairn Island. His original partner was Chinese-American Oliver Lee, and he was assisted by first mates Clay Baker and later Chris Parker. ",nan,nan,1959-10-05,nan,1
789,nan,Ed Wittstein,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3035,nan,VPRO,nan,nan,nan,nan,nan,0
752,Wanted Dead or Alive (1),nan,"Bounty hunters shoot, killing the wrong man, as they enter a building where their fugitive---a man named Joe Errico---has shot at them (and subsequently gotten away). Gharty has vague memories of a drinking binge from the night before. Falsone and Stivers catch the bounty-hunter case. Sheppard, during her days with the fugitive squad, had dealings with the head bounty hunter. Gaffney stops Gee and MGee on their way in, Baltimore magazine wants to do a father and son piece, using the wine case as a focal point. Gee is not interested, especially about the use of the wine case. Gharty struggles as he tries to reconstruct the events of the night before. Munch is bothered by Gharty's stories of Vietnam and each grows to dislike the other - perhaps some competitiveness over Billie Lou is beginning to brew here. Bounty hunter P.J. Johnson, who was identified as the triggerman, is charged and placed in one of the holding cells, near some of his previously captured quarry. Within an hour his ba",6.0,7.0,nan,nan,nan,1998-11-13,nan,1998-01-01,nan,nan,nan,5218,nan,Makan Shirafkin,nan,nan,nan,nan,guestStars,0
3923,Big and Small,nan,Monty is struggling to make a huge gift for Jimmy Jones and starts to wonder if the best things might come in small packages.,45.0,1.0,nan,nan,nan,2017-05-05,nan,2017-01-01,nan,nan,nan,6037,nan,Jamieson Boulanger,nan,nan,nan,nan,guestStars,0
2811,Episode 5,nan,"Janet comes face to face with the man who left her fighting for life just months earlier - serial killer Geoff Hastings, who has vowed to finally reveal the full extent of his crimes. Rachel and the rest of the team investigate the racially motivated murder of a taxi driver. On the personal front, Andy refuses to take no for an answer, so Janet threatens to report him to the DCI.",5.0,2.0,nan,nan,nan,2012-04-09,nan,2012-01-01,nan,nan,nan,3279,nan,Jason Evers,nan,nan,nan,nan,guestStars,0
2961,Bot Seeks Bot,nan,"Brock goes undercover to rescue a volunteer undercover operative helping the OSI track down the Council of 13, and ends up in a night club...",7.0,5.0,nan,nan,nan,2013-07-14,nan,2013-01-01,nan,nan,nan,6480,nan,Garth Waxwell,nan,nan,nan,nan,directors,0
42,Leather Tanner,nan,Mike goes to Georgia to learn how to make artistic jugs. He then joins Richard Meyer and his sons in upstate New York to learn the ancient trade of tanning leather.,11.0,3.0,nan,nan,nan,2007-07-17,nan,2007-01-01,nan,nan,nan,340,Leather Tanner,nan,Mike goes to Georgia to learn how to make artistic jugs. He then joins Richard Meyer and his sons in upstate New York to learn the ancient trade of tanning leather.,11.0,3.0,2007-07-17,nan,1
2448,nan,Joanne Shortt Butler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7498,nan,Rhonda Stubbins White,nan,nan,nan,nan,guestStars,0
2840,Barber's Assistant,nan,"Mike works at a barber shop in Mobile, Ala., and visits California to work as a landfill operator.",5.0,8.0,nan,nan,nan,2012-01-10,nan,2012-01-01,nan,nan,nan,4182,nan,Barbara Kopple,nan,nan,nan,nan,directors,0
1146,nan,Theodoro Cochrane,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3106,Stars Of The Silver Screen,nan,"Rumors of plaguing a new movie being in Electro City, actors Moody Grib and Ava Cheron go to workwhen someone sabotages their helicopter and goes into a body of water, but Ace came just in time to rescue her. Cosmo goes after the sabotager's accomplice. Later after Gribs quits, Ava decides to let Ace take over the part. Ace agrees to do it only if Cosmo can be in the action too. Ava and director Oliver Rock explain the plot of the movie: The life of political journalist Jackie Monroe, a woman who mysteriously disappeared a few years earlier in an auto accident. While filming, Ace and Ava had two problems with the two same sabotagers. However, Ace and Zina caught the sabotagers and it turns out they work for Black Jack. Then, Ace gets more suspicious about Ava wondering why Black Jack wants to stop the movie and Ava Cheron really is. But before he gets the answers though, a hired sumo wrestler that worked for Black Jack causes trouble at the film party in the Electric Planet restaurant.",11.0,1.0,1999-05-08,nan,0
463,nan,Kiyoshi Kobayashi,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1241,nan,Kiyoshi Kobayashi,nan,nan,nan,nan,actor,1
1581,????????,nan,nan,12.0,1.0,nan,nan,nan,2008-08-14,nan,2008-01-01,nan,nan,nan,5305,Abduction,nan,"A four-year-old boy is abducted while riding a merry-go-round in the park under the supervision of his mother. The Homicide unit, which helps in the investigation of all child abductions, is called in and Falsone is the primary. When the boy's father has an alibi that checks out, the detectives beginning to check on known pedophiles and later they receive a call from the possible kidnapper. When that doesn't pan out, they start over. The host of a nationwide television program, This Weeks Wanted, suggests that they hypnotize the little girl who was riding on the horse next to the boy. Hypnosis reveals a partial plate number and that leads to a lucky break. Ballard and Stivers discuss motherhood and Falsone checks on his son.",17.0,6.0,1998-03-27,nan,0
4416,Texas,nan,"Texas, Baz encourages Nancy to drive a monster truck and swing through the air on a 183ft-high sky-coaster. They end their trip on a working cattle ranch but not before each discovers how much the other has to hide during a lie-detector test.",5.0,2.0,nan,nan,nan,2015-09-29,nan,2015-01-01,nan,nan,nan,7103,The Buddy System,nan,"Dr. Venture decides to raise money by running a Day Camp for Boy Adventurers. Things don't go quite as planned when a giant ape gets loose, Action Johnny loses it, Sgt. Hatred arrives for an unscheduled bush burning, Hank gets a new friend who pushes Brock's buttons, and the Monarch sends the Moppets in to spy.",5.0,3.0,2008-06-29,nan,0
4489,nan,Melvyn Pearson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2781,nan,Bret Hamilton,nan,nan,nan,nan,guestStars,0
863,Death Day,nan,"'Fortune-teller Shitoto can guess the ''Death Date'' of any person. The victims are all former marks of Lupin III. Jigen is hired to destroy the lithograph Shitoto uses to read these fortunes. Lupin teams up with Jigen, however, Lieutenant Oscar is waiting for him.",8.0,1.0,nan,nan,nan,2012-05-24,nan,2012-01-01,nan,nan,nan,5706,nan,Henry Strozier,nan,nan,nan,nan,guestStars,0
4650,nan,Jung Sang-hoon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4534,nan,Sharon Landry,nan,nan,nan,nan,guestStars,0
2742,nan,Owen Roizman,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,7273,nan,Hans Kramm,nan,nan,nan,nan,guestStars,0
3060,nan,Nell Brealey,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1083,nan,Jordan R. Coleman,nan,nan,nan,nan,guestStars,0
75,nan,Mel Mendoza-Del Rosario,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4718,Personal,nan,"When a rape and murder case goes to trial, DCI Gill Murray is determined to see the defendant, Georgios Stelikos, convicted. But the case is made more complicated because only one of the alleged victims is prepared to testify. When Rachel gives evidence, she is horrified to discover that her ex Nick is the defence barrister. Nick's cross examination shakes her when he uses information which passed between them when they were together. But as the verdict is delivered, events take a shocking turn.",3.0,1.0,2011-06-12,nan,0
2258,nan,Giancarlo Esposito,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3622,nan,Rob Stefaniur,nan,nan,nan,nan,guestStars,0
520,nan,Ala Dakka,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3990,nan,Phil Traill,nan,nan,nan,nan,director,0
4688,The Doorbell Rang (2),nan,"Archie gets a phone call from Dinky Byne, who is expected at a dinner party that night, given by his aunt in honor of four young, unwed mothers. These women have recently left Grantham House, a home where expectant unwed mothers receive support, room and board in the months prior to giving birth. Dinky wants to beg off the dinner, saying he has a bad cold, and asks Archie to fill in for him. Archie agrees and, chatting with Rose Tuttle after dinner, learns that Faith Usher carries around a vial of cyanide. Apparently Faith wants to have it handy should she ever decide to commit suicide. Rose is worried, and Archie reassures her by promising that he'll see to it that nothing bad happens.",2.0,1.0,nan,nan,nan,2001-04-22,nan,2001-01-01,nan,nan,nan,6074,nan,nan,nan,2.0,2.0,1964-07-16,nan,0
4164,nan,Elizabeth Rider,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,575,nan,Elizabeth Rider,nan,nan,nan,nan,actor,1
1095,nan,Alex Pront,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2800,nan,Bobby McAdams,nan,nan,nan,nan,guestStars,0
2636,nan,Chieko Baish?,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6233,Bad Program,nan,"In the Magic Express Ace is working with Angel on a hologram device to clone to create a duplicate of himself for his newest show while Cosmo is busy playing an interactive computer game that is an adults-only rated game called Raptor XII and Cosmo isn't even at age 18. When a lightning hits the train, everything shuts down including Angel. As Ace and Cosmo inspects everything they don't realize someone is in the Express. The person is Lt. Vega and Cosmo that rated AO games are strictly for adults. Vega gets a call from Ms. LeSage, but a mysterious character comes on. The mystery character kidnaps LeSage and the mysterious character was Raptor XII. Senator Dobbs is also kidnap from Raptor XII. Raptor XII is looking for a person name Major. Raptor starts programming more of himself. Ace and Cosmo managed to escaped. But Dobbs is still in trouble.",8.0,1.0,1999-04-17,nan,0
639,nan,Christopher Hinton,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5656,nan,Stan Brandorff,nan,nan,nan,nan,guestStars,0
3846,nan,Mario Pardo,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4330,nan,NTV (JP),nan,nan,nan,nan,nan,0
4869,Episode 16,nan,"After the birthday party, Jaekyung shows her interest to Junpyo. With her easy going personality, Jaekyung becomes friend with Jandi. Although Jandi likes Jaekyung’s untainted and friendly attitude, she feels uncomfortable. Jihu runs into his grandfather while taking saddened Jandi to her volunteer work at the clinic. Yijung and Woobin fail to seclude Jaekyung from Junpyo. With Gaeul’s help, Yijung finally reunites Junpyo and Jandi.",16.0,1.0,nan,nan,nan,2009-02-24,nan,2009-01-01,nan,nan,nan,114,Episode 16,nan,"After the birthday party, Jaekyung shows her interest to Junpyo. With her easy going personality, Jaekyung becomes friend with Jandi. Although Jandi likes Jaekyung’s untainted and friendly attitude, she feels uncomfortable. Jihu runs into his grandfather while taking saddened Jandi to her volunteer work at the clinic. Yijung and Woobin fail to seclude Jaekyung from Junpyo. With Gaeul’s help, Yijung finally reunites Junpyo and Jandi.",16.0,1.0,2009-02-24,nan,1
1183,nan,Arturo Salazar,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1538,nan,George Plimpton,nan,nan,nan,nan,guestStars,0
2668,nan,Bryan Gordon,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4175,"Longoar Bay, Pembrokeshire",nan,nan,6.0,1.0,nan,nan,0
4863,nan,Michel Legrand,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5178,nan,Carl Weathers,nan,nan,nan,nan,guestStars,0
1940,nan,Stewart Butler,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5925,City of Heroes,nan,Exploring how the 9/11 terrorist attacks in New York fundamentally changed comic book writing and the portrayal of superheroes.,4.0,1.0,2017-11-27,nan,0
3556,Chapter 54,nan,Frank and his team work to leverage support in key states by any means necessary. Claire learns some upsetting news about one of Frank's friends.,2.0,5.0,nan,nan,nan,2017-05-30,nan,2017-01-01,nan,nan,nan,734,nan,Bill Purple,nan,nan,nan,nan,director,0
5778,A Dollar's Worth,nan,nan,1.0,5.0,nan,nan,nan,1957-10-20,nan,1957-01-01,nan,nan,nan,6317,nan,John Anderson,nan,nan,nan,nan,guestStars,0
5356,nan,Siegfried Wischnewski,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4491,nan,Kurt Kasznar,nan,nan,nan,nan,guestStars,0
5899,nan,John Lounsbery,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4300,Bot Seeks Bot,nan,"Brock goes undercover to rescue a volunteer undercover operative helping the OSI track down the Council of 13, and ends up in a night club... of doom!",7.0,5.0,2013-07-14,nan,0
3688,The Irishmen,nan,nan,5.0,2.0,nan,nan,nan,1960-10-31,nan,1960-01-01,nan,nan,nan,559,Special Guest: Markku Kuisma,nan,nan,27.0,0.0,2013-10-23,nan,0
4379,Over My Dead Body (1),nan,nan,11.0,1.0,nan,nan,nan,2001-07-08,nan,2001-01-01,nan,nan,nan,1703,nan,Jeffrey Donovan,nan,nan,nan,nan,guestStars,0
791,nan,Gwen Arner,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,756,nan,Sarah Burns,nan,nan,nan,nan,guestStars,0
2035,Faraway Island,nan,nan,13.0,5.0,nan,nan,nan,1958-01-26,nan,1958-01-01,nan,nan,nan,338,nan,Sally Wainwright,nan,nan,nan,nan,writers,0
3856,Episode 4,nan,"Having witnessed her father Joe being arrested for the murder of her mother Eunice, Helen shows up at Janet’s door saying that she believes her brother Michael might be buried in the cellar of the family home. Ater the remains of a second body are discovered, the case becomes much more serious and Det. Supt. Dodson is drafted in as the S.I.O, with Gill as her deputy.",4.0,3.0,nan,nan,nan,2013-04-24,nan,2013-01-01,nan,nan,nan,2146,F4 After Story 3,nan,nan,5.0,0.0,2009-05-19,nan,0
287,nan,Robert Morgan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2914,nan,Lewis Black,nan,nan,nan,nan,guestStars,0
4596,nan,David Wood,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2114,nan,Michael K. Sheeter,nan,nan,nan,nan,writers,0
3508,nan,Jussara Barros,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4744,Mystery Of The Homestead Murders,nan,"'The quick mind of a country telephone exchange supervisor led to a horrific discovery at a NSW country homestead in 1978. The supervisor had been checking complaints that the phone line to “Summerfield” station, near the southern town of Jerilderie, was out of order.Living at the old homestead was a celebrated “gun” shearer Mick Lewis, his wife Sue and their two small children.After trying the line off and on for several hours it was finally answered by a tiny girl who said her mother and father were sleeping. When asked to wake her mother the child replied in a faltering voice: “I don’t like Mummy anymore ‘cause Mummy’s turning black”.",10.0,3.0,2009-11-26,nan,0
3833,nan,John M. Jackson,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6966,Surprising Stan,nan,"Violet is planning a surprise getaway for Stan, but Monty struggles to keep it a secret.",67.0,1.0,2017-10-24,nan,0
5031,Episode 10,nan,nan,10.0,1.0,nan,nan,nan,2016-12-14,nan,2016-01-01,nan,nan,nan,6438,Shaq,nan,"When Larry accidentally trips Shaquille O'Neal at a Lakers game, the incident brings him good luck. Guest starring Shaquille O'Neal and Richard Lewis.",8.0,2.0,2001-11-11,nan,0
4111,Surprising Stan,nan,"Violet is planning a surprise getaway for Stan, but Monty struggles to keep it a secret.",67.0,1.0,nan,nan,nan,2017-10-24,nan,2017-01-01,nan,nan,nan,5133,nan,Miguel Martinez-Joffre,nan,nan,nan,nan,guestStars,0
5597,nan,Rick Kogan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5726,Sodachi Riddle - Part 1,nan,"In the aftermath of the previous day, Araragi is about to enter his classroom when Hanekawa informs him that a student absent all year is finally attending. The story pushes further into the past, as more of “what” makes Koyomi Araragi is revealed.",2.0,4.0,2015-10-11,nan,0
4143,nan,Shinsaku Sasaki,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3515,Piggy Portrait,nan,"Monty and Gran paint portraits of Jimmy Jones, but when Monty looks at Gran's and sees that it doesn't look much like real life, Monty wonders whether all paintings have to look like the things being painted.",15.0,1.0,2016-07-08,nan,0
3504,nan,Kamil Najafzadeh,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,6793,Fallen Heroes (2),nan,"The search for Georgia Rae and the war against her organization begin. Stivers, uncomfortable with the whole situation tells Gee about the Luther Mahoney shooting. Ballard and Gharty begin to deal with their recovery. A lead on Georgia Rae's whereabouts is uncovered. During the assault on the building, Georgia Rae's body is found and Bayliss takes a bullet that would have hit Pembleton. Gee asks Pembleton to get to heart of the Luther Mahoney shooting that started it all. Pembleton and Falsone start with Lewis and then they move onto Kellerman. The truth about the shooting comes out and Kellerman claims sole responsibility, Pembleton asks him for his badge. To protect Stivers and Lewis from prosecution, Kellerman resigns. Feeling remorse for the hesitation that caused Bayliss to take a bullet for him and with Gee's plans to cover-up the truth about the Luther Mahoney shooting, Pembleton decides it is time to resign.",23.0,6.0,1998-05-08,nan,0
2670,nan,John McRae,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,3729,Presenting document Food Inc.,nan,nan,14.0,0.0,2013-09-25,nan,0
997,nan,Chiemi Chiba,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,2999,Slova? ?esk?,nan,"P?ter Vrba se vyd?v? na cestu po ?ech?ch s kab?tem pln?m knih, kter? rozd?v?. Jinou p?edstavu o vlastenectv? m? pan S?kora, kter? se sna?? o „reformu“ ?esk?ho jazyka. Trv? na pou??v?n? ?esk?ch slov a s?m je i vym??l?. V?k p?j?uje kn??ky a chod? k n?mu pro n? i Frantina, kter? je p?j?uje pro M?rinku, proto?e M?rinka se styd?. Franti?ek p?ijde na to, komu Frantina knihy p?j?uje.",10.0,1.0,nan,nan,0
5857,nan,Henri Attal,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5841,The Moment the Door of My Heart Opened,nan,Ra On has deeper thought of the words from the crown prince that he will treat her as a woman. This made Ra On to avoid the crown prince... ,9.0,1.0,2016-09-19,nan,0
1041,B?st i test,nan,Swedish version of Taskmaster.,nan,nan,3.0,20.0,nan,2017-03-10,2019-04-19,2017-01-01,60,Comedy,SE,1887,Taskmaster (SE),nan,nan,nan,nan,2017-03-10,nan,1
3572,nan,Claude V. Coen,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1664,Koyomi Seed,nan,nan,30.0,0.0,2016-03-12,nan,0
97,nan,Bill Smitrovich,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1825,Presenting document Return to Homs,nan,nan,55.0,0.0,2014-09-10,nan,0
2605,nan,Russell Banks,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1674,Powerless in the Face of Death,nan,"The premiere episode finds Team Venture and friends struggling to pick up the pieces of their shattered lives and move on in the wake of Hank and Dean's violent and untimely deaths.  While Doc searches for his soul in the far corners of the globe, Dr. Orpheus wallows in guilt, and a mullet-less Brock repairs his beloved Charger, The Monarch plots a daring prison break with the help of his fellow supervillainous inmates.",1.0,2.0,2006-06-25,nan,0
1494,nan,Danica Dawn Johnston,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4062,nan,Lance Carter,nan,nan,nan,nan,guestStars,0
4361,nan,Robert Zemeckis,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,4671,R-U-N-- RUNAWAY,nan,"When Maya learns JJ attempted to run away, she is determined to help him complete the task as any able-bodied person could. Meanwhile, Jimmy struggles to have hard talks with the kids without Maya, and Dylan tries to get Kenneth to revive his glory days as a high school sports star.",20.0,1.0,2017-04-26,nan,0
3997,Exotic Animal Keeper,nan,nan,22.0,3.0,nan,nan,nan,2007-11-13,nan,2007-01-01,nan,nan,nan,6608,How I Got My Tongs,nan,A trip to the hairdresser and a fabulous pair of shimmering golden hair tongs prompts Simon's decision to turn Kylie into Princess Diana.,5.0,1.0,2008-10-30,nan,0
1102,Episode 16,nan,nan,16.0,1.0,nan,nan,nan,2016-12-20,nan,2016-01-01,nan,nan,nan,3087,Chapter 22,nan,Things get personal when Tusk blindsides the Underwoods with a scandal. Freddy and his BBQ joint get caught up in the mix.,9.0,2.0,2014-02-14,nan,0
4392,"[18] Karen Bee, Part 3",nan,"Araragi leaves Kanbaru's house and meets a dangerous man named Kaiki. While following him, he runs into Senjougahara, who berates him for skipping his studies.",3.0,2.0,nan,nan,nan,2012-01-22,nan,2012-01-01,nan,nan,nan,3372,nan,Mark Kunerth,nan,nan,nan,nan,writers,0
2813,No Eggspectations,nan,Dr. Marrs delivers news; Cameron and Niecy negotiate; PJ is offered a business opportunity.,5.0,2.0,nan,nan,nan,2015-03-03,nan,2015-01-01,nan,nan,nan,6956,nan,Cherie W. Brackett,nan,nan,nan,nan,guestStars,0
3434,nan,Akio Watanabe,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5435,nan,Steve Skrovan,nan,nan,nan,nan,guestStars,0
