tableA_id,tableA_title,tableA_name,tableA_episodeNumber,tableA_seasonNumber,tableA_deathYear,tableA_birthYear,tableA_endYear,tableA_startYear,tableA_genre_list,tableA_primaryProfessions,tableA_runtimeMinutes,tableB_id,tableB_title,tableB_name,tableB_abstract,tableB_episodeNumber,tableB_seasonNumber,tableB_releaseDate,tableB_job,label
464,nan,Sakina Jaffrey,nan,nan,nan,1962-01-01,nan,nan,nan,actress,nan,3986,nan,Alison Maclean,nan,nan,nan,nan,director,0
2635,nan,Margaret Field,nan,nan,2011-01-01,1922-01-01,nan,nan,nan,actress,nan,7560,Vicious,nan,"Freddie and Stuart are an old couple who have been together for decades and bicker constantly. Their lives are turned upside down by their new upstairs neighbour Ash, who is sure to cause trouble in their mundane lives.",nan,nan,2013-04-29,nan,0
2929,nan,Jessie Thomson,nan,nan,nan,nan,nan,nan,nan,"casting_director,miscellaneous,director",nan,4189,The Bellicose Proxy,nan,The Monarch and 21 play a deadly game of tutoring an inexperienced villain; a hot plate of danger is served up with a side of hilarity.,6.0,7.0,2018-09-10,nan,0
658,Mask of Evidence,nan,4.0,7.0,nan,nan,nan,1959-01-01,Drama,nan,30.0,4232,Lady from South Chicago,nan,"Mme. Victorine Reynard, a Frenchwoman, now lives in style in the South Seas. A friend who is actually an escaped convict from Australia, comes to see her.",4.0,1.0,1959-11-02,nan,0
2916,nan,Val Bisoglio,nan,nan,nan,1926-01-01,nan,nan,nan,actor,nan,6529,Worm Dung Farmer,nan,"Catfish noodler, septic tank technician, worm castings rancher ",20.0,0.0,2003-11-14,nan,0
3685,nan,Rod Cameron,nan,nan,1983-01-01,1910-01-01,nan,nan,nan,"actor,stunts",nan,333,A Penny a Day,nan,nan,27.0,2.0,1961-04-24,nan,0
1057,nan,Ilya Zveryov,nan,nan,nan,nan,nan,nan,nan,writer,nan,5177,nan,Don McDougall,nan,nan,nan,nan,director,0
2319,nan,Tammy Harrington,nan,nan,nan,nan,nan,nan,nan,actress,nan,4979,How to Kidnap Someone Who Knows He'll Be Kidnapped!,nan,"Director Na Young Seok and the whole staff plan to kidnap WINNER despite the group already knowing the program. Step by step the staffs ask help from managers and even try some tricks, but the members are way too cautious of every detail. Later creating a fake commercial shooting set staffs hope WINNER will fall for this one, this time.",1.0,5.0,2017-11-07,nan,0
3389,A Shadow Between,nan,16.0,3.0,nan,nan,nan,1955-01-01,Drama,nan,30.0,6690,nan,Michael O'Shea,nan,nan,nan,nan,guestStars,0
1398,Lente loco,nan,nan,nan,nan,nan,2001-01-01,1990-01-01,nan,nan,30.0,7095,Getting Naked,nan,Mary Jane is pitted against her idol Ronda while Niecy tries to balance her life.,2.0,4.0,2017-01-17,nan,0
4965,nan,Sharon Hoffman,nan,nan,nan,nan,nan,nan,nan,nan,nan,5017,The End Of All Things,nan,"Death is a frightening, unsettling prospect for us all. Myths and legends help explore those anxieties. But they tell us about more than mortal fear alone. For in a culture's tales of death we can see what it is they value in life.",6.0,1.0,2017-12-23,nan,0
2720,nan,Johann Ben?t,nan,nan,nan,nan,nan,nan,nan,"actor,make_up_department,music_department",nan,2436,Christmas Special,nan,nan,1.0,0.0,1998-12-01,nan,0
2190,nan,Margaret Armen,nan,nan,2003-01-01,1921-01-01,nan,nan,nan,writer,nan,2084,nan,Sabrina Reiter,nan,nan,nan,nan,actor,0
3903,Empty Village,nan,16.0,1.0,nan,nan,nan,1962-01-01,Adventure,nan,nan,5330,Honestly Monty,nan,"Monty breaks Jeanie's science project and is scared to tell her the truth, but soon discovers that honesty is the best policy",71.0,1.0,2017-10-30,nan,0
55,nan,Grit Boettcher,nan,nan,nan,1938-01-01,nan,nan,nan,"actress,soundtrack",nan,2772,nan,Brian Constantini,nan,nan,nan,nan,guestStars,0
1496,nan,Amber McClarin,nan,nan,nan,nan,nan,nan,nan,"miscellaneous,producer,director",nan,96,nan,Mina Kolb,nan,nan,nan,nan,guestStars,0
3004,Living on the Edge,nan,2.0,1.0,nan,nan,nan,2004-01-01,Documentary,nan,48.0,5449,Fits Like a Glove,nan,Gaffney allows a possible murder site to be washed down which causes Pembleton to go off on him. Russert takes Gaffney off the case and Pembleton is made the primary. Things get more complicated as a second victim is found. Beau tries to decide between his family and his relationship with Megan and he confides in Kay; his wife tries to reconcile with him. Russert wrestles with the media demands about the case. Something from Bayliss' past comes out when they try to get the liquor license for their bar. Bayliss goes to the liquor commissioner to work things out. A collector of the macabre comes in search of the victim's white gloves. A third victim is discovered.,2.0,3.0,1994-10-21,nan,0
2062,Full Court Press,nan,18.0,6.0,nan,nan,nan,1998-01-01,"Crime,Drama,Mystery",nan,nan,428,nan,Francis D. Lyon,nan,nan,nan,nan,director,0
462,nan,Anita Louise,nan,nan,1970-01-01,1915-01-01,nan,nan,nan,"actress,soundtrack",nan,1947,The Siege of Troy,nan,Adam receives bad news from Suva and he has unknowingly provided passage for two smugglers.,21.0,1.0,1960-03-07,nan,0
4380,nan,Jack Haddock,nan,nan,1987-01-01,1919-01-01,nan,nan,nan,actor,nan,2744,Night of the Dead Living,nan,"On a slow and hot September night in the squad room with no air conditioning, the detectives spend the night together. Bayliss has a new suspect brought in on the Adena Watson case, a twelve-year-old boy. Munch deals with his breakup of his latest relationship. There is a mystery about a solitary lit candle in the squad room: who lights it and why? Bolander debates about calling the Dr. Blythe for a date. Santa Claus drops by depressed about today's society. Gee finds an abandoned baby in basement of the building.",9.0,1.0,1993-03-31,nan,0
3289,nan,Jeremy Podeswa,nan,nan,nan,1962-01-01,nan,nan,nan,"director,writer,miscellaneous",nan,5082,nan,Jeremy Podeswa,nan,nan,nan,nan,director,1
4329,nan,Jean-Luc Godard,nan,nan,nan,1930-01-01,nan,nan,nan,"director,writer,editor",nan,2332,S-I--SILENT N-I-- NIGHT,nan,"After leveraging JJ in an attempt to land a family dog, Dylan takes a vow of silence to better understand what it is to be her brother. Ray brokers a meeting between his girlfriend’s mother, Melanie (guest star Sarah Chalke), and Maya, only to realize they have a history. Jimmy drives Kenneth crazy by gaming a supermarket giveaway to score free Christmas turkeys.",10.0,2.0,2017-12-13,nan,0
2870,nan,Billy Chapin,nan,nan,2016-01-01,1943-01-01,nan,nan,nan,actor,nan,3092,Chapter 39,nan,"In the midst of the Iowa caucuses, Frank and Claire must confront hard truths about each other.",13.0,3.0,2015-02-27,nan,0
4351,nan,Bernard Ilsley,nan,nan,nan,nan,nan,nan,nan,nan,nan,4685,nan,Andrea Hatfield,nan,nan,nan,nan,guestStars,0
4794,Marriage Crisis,nan,20.0,6.0,nan,nan,nan,1959-01-01,Drama,nan,30.0,3744,White Lies,nan,"An article appears in The Baltimore Sun about Kellerman and the other members of the arson unit who are under investigation. Munch investigates the death of women whose husband returned home to find her dead, cause unknown. He suspects the husband but Cox thinks differently. Pembleton tries to help Bayliss close the Lambert case. The article puts Kellerman on edge and he goes to Roland's office where he discovers Roland is a federal witness. This incident gets him suspended until he takes a polygraph test. Brodie gets an offer to stay at Kay's place. Munch presses his witness and breaks him but Cox's evidence still says otherwise. Kellerman takes the test and while waiting for the result tells Lewis the truth. Cox visits Munch's suspect in his cell. Frank reflects on his past and the future. Kellerman passes the polygraph, but so did the federal witness; one of them beat the test.",6.0,5.0,1996-11-08,nan,0
674,nan,Lawrence Dane,nan,nan,nan,1937-01-01,nan,nan,nan,"actor,producer,writer",nan,821,nan,Zane Lasky,nan,nan,nan,nan,guestStars,0
2874,nan,Kiefer Slaton,nan,nan,nan,nan,nan,nan,nan,actor,nan,349,nan,Peter Medak,nan,nan,nan,nan,director,0
399,nan,Arthur Storch,nan,nan,2013-01-01,1925-01-01,nan,nan,nan,"actor,director",nan,457,Volume 1,nan,'Volume 1: The Backpacker Murders - Ivan Milat (75mins approx) (M)The Kimberley Killer - Joseph Schwab (45 mins) (M),1.0,0.0,nan,nan,0
1662,nan,Barbara Kopple,nan,nan,nan,1946-01-01,nan,nan,nan,"director,producer,sound_department",nan,2847,nan,Sam M. Hill,nan,nan,nan,nan,writers,0
2204,Vexcon,nan,5.0,1.0,nan,nan,nan,2005-01-01,Reality-TV,nan,44.0,1783,Is Your Life All Right?,nan,"While searching through the area,the perpetrator makes Kang Woo turn and attack Kwon Joo. She confirms that Kang Woo is unstable and asks him to turn his gun and police badge in. The Dispatch Team find the dead bodies of Fujiyama and his henchman. Kang Woo suspects there is someone else who controlled Fujiyama and believes this case is far from over. (Source: Viu)",9.0,3.0,2019-06-08,nan,0
918,The Nanny from Hell,nan,4.0,3.0,nan,nan,nan,2002-01-01,Comedy,nan,30.0,165,The Nanny from Hell,nan,"'Larry, Cheryl, Jeff and Susie encounter a ''nanny from hell'' whose reign of terror is thwarted by ten sponge cakes. Larry commits a ''penis faux pas'' after a pool party, and Richard Lewis seeks immortality from Bartlett's Quotations.",4.0,3.0,2002-10-06,nan,1
4424,nan,Rafail Perelshteyn,nan,nan,1978-01-01,1909-01-01,nan,nan,nan,"assistant_director,director,producer",nan,6772,nan,Keith Truesdell,nan,nan,nan,nan,director,0
2415,nan,Kim Hyun-joong,nan,nan,nan,1986-01-01,nan,nan,nan,"actor,soundtrack",nan,578,nan,Iris Bahr,nan,nan,nan,nan,guestStars,0
260,nan,Elva Mai Hoover,nan,nan,nan,nan,nan,nan,nan,actress,nan,283,nan,Robert Florey,nan,nan,nan,nan,director,0
4453,nan,Rohan Brooker,nan,nan,nan,nan,nan,nan,nan,actor,nan,1134,nan,August Schellenberg,nan,nan,nan,nan,guestStars,0
4230,nan,Heinrich B?ll,nan,nan,1985-01-01,1917-01-01,nan,nan,nan,"writer,actor,producer",nan,7090,J-I-- JINGLE T-H-- THON,nan,"A Christmas tree fire leads Maya to tell a small lie with big consequences. Meanwhile, Ray struggles to live in Pepper’s shadow as Dylan twists the knife, and JJ encourages Kenneth to stand up to his sisters.",8.0,3.0,2018-12-14,nan,0
1695,nan,Martine Bartlett,nan,nan,2006-01-01,1925-01-01,nan,nan,nan,"actress,writer",nan,6914,About Humanity with Roope Mokka,nan,nan,12.0,1.0,2013-11-13,nan,0
1212,nan,Elizabeth Hanna,nan,nan,nan,1953-01-01,nan,nan,nan,actress,nan,1951,nan,Carrie Lazar,nan,nan,nan,nan,guestStars,0
3076,nan,Jonathan Hale,nan,nan,1966-01-01,1891-01-01,nan,nan,nan,actor,nan,85,nan,Henry Bromell,nan,nan,nan,nan,director,0
1369,Open for Diving,nan,1.0,2.0,nan,nan,nan,1960-01-01,Adventure,nan,60.0,3063,Open for Diving,nan,nan,1.0,2.0,1960-10-03,nan,1
2675,nan,R.D. Reid,nan,nan,2017-01-01,1944-01-01,nan,nan,nan,"actor,director,writer",nan,1728,nan,Lee Bonner,nan,nan,nan,nan,directors,0
1351,nan,Fernando Fern?n G?mez,nan,nan,2007-01-01,1921-01-01,nan,nan,nan,"actor,writer,director",nan,6507,The Woman Called Fujiko Mine (2),nan,"'Fujiko enters a chamber where Count Luis Yu Almeida is sitting and waiting for her, however Lupin interferes from a communications room and being gunned by Jigen, who inhaled the Fraulein Eule Cult drug, which makes Lupin flee. Fujiko falls into another chamber where message appears in blocks and Lupin assists Fujiko to reach again the top. In a special room, Lupin explains the real events that occurred in the tragedy of Eulenspiegel and the process of brutally inducing mind control to little girls. Also in the room lies Dr. Kaiser's daughter Aisha who has been long time experimented for the sake of Count Almeida and now frail and weakened. Fujiko reveals that she entered the manor as a maid and intends to steal the Fraulein Eule cult drug, however she's been cornered by Almeida's men and experimented her as well. Her drive to steal and indulge in sex made Aisha somewhat happy. As the conversation draws close, Lupin gets Aisha and unmasks ''Minerva's'' Owl who happens to be Aisha's mother who survived the Eulenspiegel tragedy. Lupin and Fujiko brings Aisha to a coastline, but Aisha succumbs due to her weakened state. Fujiko challenges Lupin to steal her but Lupin ends up in failure catching her because of immediate breakdown of Lupin's car. ",13.0,1.0,2012-06-27,nan,0
1306,nan,Clark Howat,nan,nan,2009-01-01,1918-01-01,nan,nan,nan,"actor,miscellaneous,script_department",nan,377,nan,LaShada Jackson,nan,nan,nan,nan,guestStars,0
2293,nan,Yukihiro Miyamoto,nan,nan,nan,nan,nan,nan,nan,"director,assistant_director,animation_department",nan,1806,Chapter 52,nan,"As the hostage situation continues, Claire secretly negotiates with Yusuf al Ahmadi. Frank confronts Hammerschmidt.",13.0,4.0,2016-03-04,nan,0
697,nan,Keisuke Horibe,nan,nan,nan,1966-01-01,nan,nan,nan,"actor,writer,director",nan,4954,Mayoi Snail - Part 1,nan,"Koyomi Araragi has an argument with his sister and then finds it difficult to stay in the house. He goes to the park where he meets Hitagi Senjyogahara. They see a little girl, Mayoi Hachikuji, comparing the town map displayed in the park to the memo in her hand. Learning that Mayoi has lost her way and route to a relative's home, Koyomi offers to help, only to be violently rebuffed.",3.0,1.0,2009-07-17,nan,0
1295,nan,Alan Heap,nan,nan,nan,nan,nan,nan,nan,"actor,writer",nan,5627,Something Sacred (2),nan,"'With the addition of the latest murder, the ''''red ball'''' investigation continues full force. The detectives and the returning Bayliss pose as priests in an attempt to flush out any leads. Munch's cover attracts two young thugs, but they prove to be nothing. Gee is called upstairs, where his performance doesn't sit well with Barnfather. Lewis turns up and seeks some help from Falsone. Pembleton receives a call that the two missing boys have been found. Pembleton and Stivers travel to collect them. Meanwhile, Gharty and Ballard find the pawnbroker who had accepted a stolen chalice. Cox and Bayliss prevent a drunken Kellerman from driving home. Ballard and Gharty use the pawn-receipt false address to track down the corner kid with whom they'd previously had a run-in. They bring him into the box and Gharty loses his cool. The kid is tough to crack, but Pembleton has an idea involving the morgue and a trip to the shore. While stumbling home, a drunken Kellerman decides he doesn't like the loo",13.0,6.0,1998-01-30,nan,0
4439,Rongorongo Man,nan,21.0,1.0,nan,nan,nan,1962-01-01,Adventure,nan,nan,6754,Big Animal Vet,nan,Mike helps out at a BBQ restaurant and gets to help clean out the smoker.  After that a trip to the farm to help out a big animal vet.  For his last job Mike gets to help dig a tank out of the ground.,1.0,4.0,2008-01-08,nan,0
2690,nan,Jamieson Boulanger,nan,nan,nan,1981-01-01,nan,nan,nan,"actor,producer",nan,3192,nan,Kevin Jiggets,nan,nan,nan,nan,guestStars,0
1731,nan,John Tucker Battle,nan,nan,1962-01-01,1902-01-01,nan,nan,nan,writer,nan,5792,Episode 17,nan,nan,17.0,2.0,2017-09-11,nan,0
2499,nan,Jan-Michael Vincent,nan,nan,2019-01-01,1945-01-01,nan,nan,nan,"actor,producer",nan,1857,Creator,nan,"Richard, Kahlan and Zedd's life is put at risk when they meet a young and powerful woman named Maia who claims to be the Creator and it becomes crucial to uncover her true identity before Maia can destroy them all.",15.0,2.0,2010-03-27,nan,0
4445,nan,Alberto Alessi,nan,nan,nan,nan,nan,nan,nan,composer,nan,1025,Sins of the Father,nan,"'A white man is found lynched in a historic black section of the city; Falsone and Lewis investigate. The day after Tim's dinner date with the male restaurant owner that Tim was positive about, Frank is perplexed by Tim's interest in Laura Ballard. The autopsy reveals that the hanged man was also whipped. Gharty worries about Ballard getting involved with ''''switch-hitter'''' Bayliss. Lewis is convinced the lynching is related back to the victim's Civil War ancestor, infamous runaway-slave catcher and free-blacks abductress. Tim and Laura attend an art show.",10.0,6.0,1998-01-09,nan,0
507,nan,Lamont Easter,nan,nan,nan,nan,nan,nan,nan,"actor,miscellaneous,visual_effects",nan,2244,nan,Sam Waterston,nan,nan,nan,nan,guestStars,0
502,nan,William H. O'Brien,nan,nan,1981-01-01,1891-01-01,nan,nan,nan,actor,nan,5777,Drink and Drive,nan,"In Norway, cross-country skiers are superstars, and the biggest star of all is Petter Northug. He is soon wrapped in a scandal when he is caught drink driving, crashing, and running off from the scene of the crime. The scandal is unparalleled and seemed impossible to recover from.",3.0,1.0,2018-03-05,nan,0
2681,nan,Louis Vittes,nan,nan,1969-01-01,1911-01-01,nan,nan,nan,writer,nan,6765,nan,Louis Vittes,nan,nan,nan,nan,writers,1
4896,Suruga monki sono san,nan,8.0,1.0,nan,nan,nan,2009-01-01,"Action,Animation,Comedy",nan,24.0,5568,Behind-The-Scenes Special,nan,"The special episode will feature unreleased footages of the cast, behind the scenes, special interviews with the cast, as well as a collage of all the best scenes from the series. The special episode is especially dedicated to the fans and viewers who have continuously supported the series.",3.0,0.0,2016-10-18,nan,0
1749,nan,Robert Burton,nan,nan,1962-01-01,1895-01-01,nan,nan,nan,actor,nan,6850,nan,Robert Kenner,nan,nan,nan,nan,director,0
5084,nan,Joseph Hamilton,nan,nan,1965-01-01,1899-01-01,nan,nan,nan,actor,nan,417,War,nan,"The violent story of Romulus and Remus, the brutal Vikings and the Valkyries, the Trojan War, exploring the influence of Homer's Iliad on Alexander the Great, and 15th Century Romania with its bloodthirsty ruler, Vlad the Impaler.",3.0,1.0,2017-12-23,nan,0
1329,nan,Edward Ashley,nan,nan,2000-01-01,1904-01-01,nan,nan,nan,actor,nan,977,Wandering Bear,nan,"The purschasing of a video endangers Larry's relationship with his secretary, Antoinette, and almost kills Jeff and Susie's best friend.  Cheryl gets medical advice from an unorthodox source.",8.0,4.0,2004-02-29,nan,0
469,Parent's Night,nan,nan,nan,nan,nan,nan,2000-01-01,"Horror,Thriller",nan,48.0,5175,nan,Gina Jin,nan,nan,nan,nan,actor,0
4588,Dead End,nan,13.0,3.0,nan,nan,nan,1995-01-01,"Crime,Drama,Mystery",nan,nan,375,Dead End,nan,"The detectives continue chasing their only lead, the child molester. Munch is teamed with Stan's old partner. Beau has no feeling in his foot, but feels guilt about Kay's condition. Stan's ex-wife arrives in town, but has a hard time going to see him at the hospital. Barnfather and Granger want Russert to review Gee and see if he was negligent in his duties regarding the paperwork that led to the shooting. The pedophile is located and it is discovered he was responsible for the strangulation of a young boy, but not the shooting of the three detectives.",13.0,3.0,1995-02-03,nan,1
2052,nan,Maggie Baird,nan,nan,nan,1959-01-01,nan,nan,nan,"actress,miscellaneous,soundtrack",nan,3753,D-I-- DIMEO A-C-- ACADEMY,nan,"After a dust-up with Lafayette High, Maya runs to JJ’s rescue and launches her own school out of the DiMeo home. Her program becomes a true DiMeo affair when Ray and Dylan enroll and Jimmy joins the faculty. Meanwhile, Kenneth sets out to prove to his ex-wife that he’s living a successful life.",13.0,2.0,2018-01-17,nan,0
864,nan,Eva Maria Tittes,nan,nan,nan,nan,nan,nan,nan,"editor,editorial_department",nan,3759,Feeling Raw,nan,"Distrustful of Justin after Kara's firing, Mary Jane tries to make it work with Lee, but resisting Justin is undermining her performance in the coveted co-anchor spot of the morning show.",11.0,4.0,2017-07-18,nan,0
2660,nan,Noah Plener,nan,nan,nan,nan,nan,nan,nan,"actor,miscellaneous,writer",nan,4,nan,Noah Plener,nan,nan,nan,nan,guestStars,1
747,Hostage: Part 1,nan,1.0,5.0,nan,nan,nan,1996-01-01,"Crime,Drama,Mystery",nan,nan,5554,Female Doctor Of Joseon,nan,"Kim Won Bong fears that Park Hyeok may be a traitor for not checking in, and when he and Nam Ok see him talking to Chief Inspector Matsurra, they shoot him. Needing more intel, Matsurra takes him to the hospital, where Lee Young Jin saves Hyeok's life. Meanwhile, Kim Esther, another woman surgeon transfers to the Government General Hospital.",1.0,1.0,2019-05-04,nan,0
1165,nan,G?tz Neumann,nan,nan,nan,nan,nan,nan,nan,"cinematographer,camera_department",nan,4857,nan,Peter Weller,nan,nan,nan,nan,directors,0
4915,nan,Miss Fukiko-san,nan,nan,nan,nan,nan,nan,nan,writer,nan,4206,Happy Ordinary Day,nan,"Monty is in the mood for celebrating and begins to wonder if you really can only celebrate big, special occasions.",19.0,1.0,2016-09-01,nan,0
3268,nan,Robert Strauss,nan,nan,1975-01-01,1913-01-01,nan,nan,nan,"actor,soundtrack",nan,3781,nan,Dell Grooms,nan,nan,nan,nan,guestStars,0
4229,nan,Adam Cruise,nan,nan,nan,nan,nan,nan,nan,nan,nan,1842,Episode 16,nan,nan,16.0,1.0,2015-08-25,nan,0
375,nan,Chiemi Chiba,nan,nan,nan,1975-01-01,nan,nan,nan,actress,nan,4768,nan,Gracie Bott,nan,nan,nan,nan,guestStars,0
3241,Chet's Shirt,nan,1.0,3.0,nan,nan,nan,2002-01-01,Comedy,nan,30.0,7535,nan,Stivi Paskoski,nan,nan,nan,nan,guestStars,0
1604,The Jonah Stone,nan,24.0,2.0,nan,nan,nan,1961-01-01,Adventure,nan,60.0,2245,The Jonah Stone,nan,nan,24.0,2.0,1961-04-03,nan,1
3931,nan,Pete Sinclair,nan,nan,nan,nan,nan,nan,nan,"writer,miscellaneous,producer",nan,7785,Who Wants to Be a Millionaire (UK),nan,"'Hosted by Chris Tarrant, possibly the most well known quiz show in the world, it is no wonder Who Wants to be a Millionaire has been nominated and won so many BAFTAs. In this show Chris Tarrant asks someone 15 questions, with multiple choice answers, which gets harder as the show goes on. They have three life-lines, Phone a Friend, Ask the Audience and 50/50. Though America has formed a rip off version of this, this is the real McCoy. Though America has had about ten winners, the pound is worth more, so the questions are harder. 5 millionaire's have been made in this fantastic game show. There is a money tree, which you will progress through the questions.£1,000,000£500,000£250,000£125,000£64,000£32,000£16,000£8000£4000£2000£1000£500£300£200£100 The bold ones mean that once you have reached them, you are guaranteed to win AT LEAST that amount of money. There are only two though, so watch out!",nan,nan,1998-09-01,nan,0
4020,nan,June Vincent,nan,nan,2008-01-01,1920-01-01,nan,nan,nan,"actress,soundtrack",nan,5903,nan,Juliet Prowse,nan,nan,nan,nan,guestStars,0
4210,nan,Seeta Rama Anjaneyulu Chilakalapudi,nan,nan,1963-01-01,1907-01-01,nan,nan,nan,"actor,music_department",nan,7479,nan,Neil Lewis,nan,nan,nan,nan,guestStars,0
2885,nan,Robin Stevens,nan,nan,nan,nan,nan,nan,nan,"actor,miscellaneous,writer",nan,3937,Mexico,nan,"Baz and Nancy head to Mexico to taste one of the world's hottest chillies and join a Mexican grafitti gang. Plus, Nancy brings the sounds and the party to Spring Break.",4.0,2.0,2015-09-22,nan,0
2394,nan,Thierry Blanc,nan,nan,nan,nan,nan,nan,nan,actor,nan,6742,nan,Jason Wingreen,nan,nan,nan,nan,guestStars,0
3433,nan,Charles Gould,nan,nan,nan,nan,nan,nan,nan,"actor,producer,writer",nan,4175,"Longoar Bay, Pembrokeshire",nan,nan,6.0,1.0,nan,nan,0
2719,Miss Ashley's Demon,nan,20.0,4.0,nan,nan,nan,1957-01-01,Drama,nan,30.0,6705,nan,Campbell Scott,nan,nan,nan,nan,actor,0
2570,nan,Dan Snow,nan,nan,nan,1978-01-01,nan,nan,nan,"writer,actor,producer",nan,3923,Skeboarder ~ Super Rider II,nan,nan,37.0,1.0,2008-02-03,nan,0
2728,nan,Leonardo Aldana,nan,nan,nan,nan,nan,nan,nan,nan,nan,1493,nan,Suzanne Pleshette,nan,nan,nan,nan,guestStars,0
1634,Happy Ordinary Day,nan,19.0,1.0,nan,nan,nan,2016-01-01,"Animation,Comedy,Family",nan,nan,4206,Happy Ordinary Day,nan,"Monty is in the mood for celebrating and begins to wonder if you really can only celebrate big, special occasions.",19.0,1.0,2016-09-01,nan,1
3529,nan,Read Morgan,nan,nan,nan,1931-01-01,nan,nan,nan,actor,nan,4480,nan,Read Morgan,nan,nan,nan,nan,guestStars,1
4703,nan,Sondi Sodsai,nan,nan,nan,1934-01-01,nan,nan,nan,actress,nan,6860,nan,Sondi Sodsai,nan,nan,nan,nan,actor,1
1914,nan,Bijibal,nan,nan,nan,nan,nan,nan,nan,"composer,soundtrack,music_department",nan,6700,nan,Sami Kuusela,nan,nan,nan,nan,guestStars,0
2477,Chapter 23,nan,10.0,2.0,nan,nan,nan,2014-01-01,Drama,nan,52.0,6479,The Silent Speaker (2),nan,"Wolfe and Archie investigate the murder of the Head of the Bureau of Price Regulations, who was about to speak before the National Industry Association.",14.0,2.0,2002-07-21,nan,0
4503,nan,Dana Snyder,nan,nan,nan,1973-01-01,nan,nan,nan,"actor,writer,producer",nan,1287,Episode 27,nan,nan,27.0,2.0,2017-09-16,nan,0
3250,Casino Food Recycler,nan,10.0,2.0,nan,nan,nan,2006-01-01,Reality-TV,nan,43.0,2378,Casino Food Recycler,nan,It's a glitzy Las Vegas premiere as Mike visits the Lance Burton Theater to clean up the pens for Lance's show doves and geese. Mike then gets really dirty by visiting a pig farmer and helping him process and transport yesterday's buffet leftovers to feed the pigs.,7.0,2.0,2006-06-13,nan,1
1834,FLCL,nan,nan,nan,nan,nan,2018-01-01,2000-01-01,"Action,Animation,Comedy",nan,151.0,7661,nan,Mary Jefferson,nan,nan,nan,nan,guestStars,0
1158,nan,Jane Becker,nan,nan,nan,nan,nan,nan,nan,actress,nan,1962,nan,Johnny McPhail,nan,nan,nan,nan,guestStars,0
1252,nan,Christopher Bolton,nan,nan,nan,nan,nan,nan,nan,"actor,producer,writer",nan,4738,nan,Dana Snyder,nan,nan,nan,nan,guestStars,0
3330,nan,Laraine Day,nan,nan,2007-01-01,1920-01-01,nan,nan,nan,"actress,soundtrack",nan,727,nan,Bob Einstein,nan,nan,nan,nan,actor,0
3092,nan,Miles Leeson,nan,nan,nan,nan,nan,nan,nan,nan,nan,2109,nan,Gordy De St. Jeor,nan,nan,nan,nan,guestStars,0
2176,nan,Ingrid Andree,nan,nan,nan,1931-01-01,nan,nan,nan,actress,nan,5809,nan,Neal Moran,nan,nan,nan,nan,guestStars,0
1548,nan,Kari Skogland,nan,nan,nan,nan,nan,nan,nan,"director,miscellaneous,producer",nan,1745,nan,Kari Skogland,nan,nan,nan,nan,director,1
3951,The Shrimp Incident,nan,4.0,2.0,nan,nan,nan,2001-01-01,Comedy,nan,29.0,1789,nan,Caron Tate,nan,nan,nan,nan,guestStars,0
1584,The Circuit,nan,28.0,1.0,nan,nan,nan,1961-01-01,"Adventure,Drama,Family",nan,30.0,4503,nan,Jim O'Heir,nan,nan,nan,nan,guestStars,0
1246,nan,John Larch,nan,nan,2005-01-01,1914-01-01,nan,nan,nan,actor,nan,3786,nan,Jason Burke,nan,nan,nan,nan,guestStars,0
4093,A Party for Tarzan,nan,7.0,6.0,nan,nan,nan,2016-01-01,"Action,Adventure,Animation",nan,22.0,3912,A Party for Tarzan,nan,"The Guild targets Dr. Venture, but do they have the right man?",7.0,6.0,2016-03-14,nan,1
2200,nan,Billy Gray,nan,nan,nan,1938-01-01,nan,nan,nan,"actor,soundtrack",nan,658,The Wonderful Nightingale,nan,nan,23.0,2.0,1961-03-27,nan,0
4083,nan,Peter Mark Richman,nan,nan,2021-01-01,1927-01-01,nan,nan,nan,"actor,writer,producer",nan,4494,The Assassins,nan,"Just before the Tiki sails, two men plant a time bomb in the hold. The bomb is discovered and thrown overboard, but a big question still remains: which of Troy's four passengers was the bomb meant for?",9.0,3.0,1961-11-26,nan,0
2221,nan,Erin O'Malley,nan,nan,nan,nan,nan,nan,nan,"producer,production_manager,director",nan,4176,nan,Pete Burris,nan,nan,nan,nan,guestStars,0
2199,nan,Kimberly Ann,nan,nan,nan,nan,nan,nan,nan,actress,nan,7131,Bauxi,nan,"Frau Berner, Tschachs Nachbarin, verd?chtigt Ronnie, den Freund dessen Tochter, den Bank?berfall begangen zu haben. Dieser f?llt damit auf, pl?tzlich wieder Geld zu haben. B?rgermeister Gerri Tschach, der von allen Seiten wegen dem Wunderwald bedroht wird, wird von seiner Frau Herta verlassen. Zus?tzlich spitzt sich die Situation in der Bev?lkerung zu. Vatikankommissar Banyardi hat sein Priestergewand abgelegt. Silke weist ihn daraufhin zur?ck. Bei einer Volksversammlung erf?hrt Gerri Tschach, dass St. P?lten mit den Russen unter einer Decke steckt. Elfi und Gerri beschlie?en aufgrund der Erpressung, Richard von ihrer Aff?re zu erz?hlen.",5.0,1.0,2012-10-09,nan,0
